1,1,1,1,1,1,1,3,4,14,10,10,10,10,10,6,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,3,14,10,10,10,10,6,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,6,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,10,10,10,13,5,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,9,7,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,2,10,10,13,5,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,1,1,9,11,6,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,2,13,5,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,9,11,6,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,11,12,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,2,10,6,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,9,8,8,8,11,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,9,8,8,11,12,8,11,10,6,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,3,4,4,4,14,10,10,10,10,12,8,8,8,7,1,1,1,1,1,1,2,13,4,4,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,13,4,4,14,12,7,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,1,1,3,14,12,7,1,1,1,1,2,6,1,1,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,14,6,1,1,1,1,2,6,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,2,12,8,8,11,12,8,7,1,1,1,1,1,1,1,1,1,1,1,2,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,11,12,7,1,1,1,2,10,10,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,9,11,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,13,4,5,1,1,9,11,10,10,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,10
1,1,1,1,1,9,8,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,2,10,10,10,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,10
1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,9,8,11,6,1,1,1,1,2,10,10,10,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,10
1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,13,5,1,1,1,1,3,4,4,14,10,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,10
1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,6,1,1,1,1,1,1,1,1,2,10,10,10,10,12,8,8,8,8,8,8,8,8,8,8,11,10,10
1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,6,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,6,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,2,10,6,1,1,1,1,1,1,1,1,3,4,4,4,4,14,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,3,4,4,4,5,1,1,1,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,8,8,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,11,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
